ID_Perfume,perfume,brand,is_lokal,Notes
FRGN-1710,mat-le-vert,masaki-matsushima,False,"cucumber, watermelon, kiwi, lime, green tea, juniper, lotus, bamboo, sugar cane, musk"
FRGN-1711,cat-deluxe-silver,naomi-campbell,False,"melon, black currant, lemon zest, cherry blossom, pink lotus, peony, salt, pineapple, musk, white wood"
FRGN-1712,nike-pink-woman,nike,False,"watermelon, freesia, litchi, rose, peony, magnolia, lily-of-the-valley, white musk, cedar, amber"
FRGN-1713,samba-natural,perfumer-s-workshop,False,"jasmine, bergamot, freesia, orange, lemon, vetiver, musk, orris root, rose"
FRGN-1714,english-breakfast,mark-buxton,False,"orange, ginger, coriander, geranium, bergamot, pepper, galbanum, marigold, palisander rosewood, gardenia, jasmine, vetiver, fir, cedar, benzoin, french labdanum, patchouli"
FRGN-1715,the-bianco,giardino-benessere,False,"tangerine, cyclamen, white lily, tea leaf, violet, plum, musk, iris, sandalwood"
FRGN-1716,be-my-wife,franck-boclet,False,"rosemary, bergamot, mint, mandarin orange, lily, violet, rose, green apple, raspberry, pineapple"
FRGN-1717,james-bond-007-quantum,eon-productions,False,"juniper berries, bergamot, violet leaf, leather, sandalwood"
FRGN-1718,be-my-valentine,divage,False,"peach, galbanum, white rose, patchouli, musk"
FRGN-1719,moon-light,cosmogony,False,"melon, mint, cardamom, freesia, pink pepper, sea notes, lotus, peony, iris flower, mimosa, violet, orange blossom, rose, musk, amber, vetiver, oakmoss"
FRGN-1720,made-for-men,bruno-banani,False,"granny smith apple, bergamot, rosemary, water notes, geranium, tonka bean, oak moss, virginia cedar, musk"
FRGN-1721,trophy,beverly-hills-polo-club,False,"pineapple, bergamot, lavender, lemon, apple, rose, geranium, oakmoss, sandalwood, tonka bean"
FRGN-1722,pure-pastel-lemon,betty-barclay,False,"lemon, mandarin orange, green apple, lily-of-the-valley, freesia, violet leaf, musk, sandalwood, amber"
FRGN-1723,viva-la-vita,avon,False,"apple, pink grapefruit, mandarin orange, magnolia, mimosa, rose, sandalwood, cashmeran, vanilla"
FRGN-1724,delicious-sensations-choc-berry,avon,False,"strawberry, chocolate, jasmine"
FRGN-1725,powerful-flowers-roseta,avon,False,"litchi, bulgarian rose, vanilla"
FRGN-1726,love,coach,False,"violet, blackberry, freesia, mandarin orange, jasmine, gardenia, magnolia, patchouli, musk, sandalwood, caramel, vanilla"
FRGN-1727,paper,commodity,False,"iso e super, sandalwood, amber, woodsy notes, vetiver"
FRGN-1728,2000-fleurs,creed,False,"magnolia, black currant, rose, violet, mandarin orange, green tea, iris, lily, narcissus, lilac, jasmine, musk, sandalwood, amber"
FRGN-1729,wicked-love,maison-martin-margiela,False,"green pepper, basil, water hyacinth, rose, egyptian jasmine, white musk, vetiver, cedar"
FRGN-1730,aoud-blossom,montale,False,"mandarin orange, bergamot, tuberose, ylang-ylang, jasmine, floral notes, rose, violet, agarwood (oud), sandalwood, safflower, musk"
FRGN-1731,blossom-me,paco-rabanne,False,"green mandarin, orange blossom, herbal notes, mint, vetiver"
FRGN-1732,classics-12-0,zara,False,"bergamot, cardamom, lavender, nutmeg, amber, apple, cedar, musk, moss, vanilla, tonka bean, green notes"
FRGN-1733,no-day,zara,False,"cardamom, sandalwood, vanilla"
FRGN-1734,delight,oriflame,False,"bergamot, peony, cherry, cyclamen, rose, jasmine, cedar, musk, sandalwood"
FRGN-1735,frosted-red-currant,brocard,False,"red currant, wild strawberry, mint, orange, rose, sweet notes, guava, raspberry, violet, vanilla, nectarine, white musk"
FRGN-1736,elessar,faberlic,False,"water notes, grapefruit, bergamot, water lily, clover, peony, gentiana, white musk, white cedar extract, sandalwood"
FRGN-1737,you-nova-dream,faberlic,False,"apricot, red apple, black currant, rose, jasmine, saffron, sandalwood, tamarind"
FRGN-1738,plumeria,theodoros-kalotinis,False,"bergamot, frangipani, sandalwood"
FRGN-1739,soul-tattoo-outlaw-s-elixir,adi-ale-van,False,"cardamom, camphor, nutmeg, maple, pine, lavender, tobacco, heliotrope, sandalwood, tolu balsam, milk, ebony wood, cacao, tonka bean, benzoin, musk, vanilla"
FRGN-1740,unlock-for-her,adidas,False,"pear, fruits, grapefruit, spray paint, ginger flower, violet, spun sugar, copaiba balm, cashmere wood, cedar"
FRGN-1741,eau-de-naphe,comptoir-sud-pacifique,False,"bergamot, fir resin, brazilian orange, orange blossom, jasmine, ylang-ylang, cedar, white musk"
FRGN-1742,infatuated,contradictions-in-ilk,False,"pepper, pear, custard, apple blossom, saffron, rubber, cedar, grass, juniper, lavender, agarwood (oud), olibanum, vanilla, sandalwood, musk, tonka bean, amber"
FRGN-1743,l-empreinte,courreges,False,"bergamot, patchouli, ambroxan"
FRGN-1744,hawaiian-breeze,ajmal,False,"pineapple, lemon, black currant, ylang-ylang, tuberose, lily-of-the-valley, sandalwood, amber, patchouli"
FRGN-1745,passion-extreme,franck-olivier,False,"black currant, peach, peach blossom, bergamot, freesia, magnolia, lily-of-the-valley, turkish rose, musk, vanilla, sandalwood, vetiver, peru balsam"
FRGN-1746,amsterdam,gallivant,False,"saffron, elemi, sichuan pepper, pepper, tulip, rose, sandalwood, amber, musk, cedar"
FRGN-1747,miss-soprani,luciano-soprani,False,"peony, guava, freesia, ylang-ylang, mandarin orange, jasmine, magnolia, amber, oakmoss, vetiver"
FRGN-1748,rosie-for-autograph-nuit-parfum,marks-spencer,False,"black currant, pink peony, bergamot, rose, jasmine, freesia, lily-of-the-valley, white woods, violet, musk"
FRGN-1749,gt-for-men,new-brand-parfums,False,"sea notes, bergamot, sage, geranium, incense, patchouli, amber"
FRGN-1750,yardley-gentleman-classic,yardley,False,"cardamom, black pepper, wildflowers, sandalwood, white chocolate, amber, musk"
FRGN-1751,urban-rose,skylar,False,"pink pepper, lemon leaf, violet, rose, magnolia, nutmeg, brazilian rosewood, amber, vetiver"
FRGN-1752,dream-far-and-wide,parfums-genty,False,"bergamot, grapefruit, mandarin orange, rose, peony, freesia, musk, woody notes, amber"
FRGN-1753,scholar-s-mate,mind-games,False,"cardamom, grapefruit, bergamot, cinnamon leaf, orris, elemi, pimento, sandalwood, fig nectar, madagascar vetiver, cypriol oil or nagarmotha"
FRGN-1754,anthem,manos-gerakinis,False,"saffron, lemon, labdanum, rose, nutmeg, cinnamon, geranium, ylang-ylang, agarwood (oud), patchouli, amber, oakmoss, musk, vanilla, sandalwood"
FRGN-1755,menace,henry-rose,False,"lime, tangerine, mastic or lentisque, marine notes, cypress, patchouli, virginia cedar, musk"
FRGN-1756,invitation,emper,False,"lavender, bergamot, artemisia, milk, jasmine, orris, sandalwood, coffee, vanilla, amber"
FRGN-1757,ungaro-masculin,emanuel-ungaro,False,"orange, grapefruit, green apple, lavender, thyme, sea notes, patchouli, tonka bean, vetiver"
FRGN-1758,ungaro-party,emanuel-ungaro,False,"watermelon, amalfi lemon, lily-of-the-valley, lotus, musk, sandalwood"
FRGN-1759,velvet-monroe,dedcool,False,"smoke, camphor, mimosa, anise, cedar, ambrette (musk mallow), juniper"
FRGN-1760,daring-woman,bruno-banani,False,"green apple, peach, bergamot, cedar, orange blossom, rose, benzoin, sandalwood, musk"
FRGN-1761,bijan-style,bijan,False,"cyclamen, orange, bergamot, peach, violet, freesia, musk, cedar"
FRGN-1762,love-is-lost,astrophil-stella,False,"neroli, calabrian bergamot, bulgarian rose, jasmine sambac, geranium, madagascar vanilla, amber, oakmoss"
FRGN-1763,individual-blue-for-him,avon,False,"blue sage, lavender, grapefruit, rosemary, geranium, pepper, musk, sandalwood"
FRGN-1764,only-imagine,avon,False,"green apple, raspberry leaf, blackberry, violet, peony, black currant, musk, sandalwood, cedar"
FRGN-1765,little-sequin-dress,avon,False,"mango, mandarin orange, exotic floral notes, gardenia, musk, sandalwood, amber"
FRGN-1766,pur-blanca-smile,avon,False,"peach, citruses, pear, magnolia, peony, rose, musk, vanilla, patchouli"
FRGN-1767,pistachio,ds-durga,False,"pistachio, cardamom, pistachio, almond, pistachio, patchouli, vanilla"
FRGN-1768,essences-insensees-tiare,diptyque,False,"green notes, pink pepper, frangipani, tiare flower, vanilla, spices"
FRGN-1769,soleil-the,kenzo,False,"tea, ginseng, iris, white musk"
FRGN-1770,madly-kenzo-eau-de-toilette,kenzo,False,"pear, litchi, heliotrope, jasmine, cedar, musk"
FRGN-1771,on-a-date,maison-martin-margiela,False,"blackcurrant syrup, pink pepper, bergamot, rose, geranium, davana, patchouli, moss, musk, vetiver"
FRGN-1772,fresh-couture,moschino,False,"bergamot, mandarin orange, ylang-ylang, peony, raspberry, osmanthus, ambroxan, woodsy notes, patchouli"
FRGN-1773,angel-elixir,mugler,False,"pink pepper, jasmine, ylang-ylang, sandalwood, orange blossom, bourbon vanilla, amber xtreme"
FRGN-1774,egeo-dolce,o-boticario,False,"sweet notes, raspberry, nectarine, cotton candy, anise, violet, honeysuckle, vanille, tonka bean, amber, musk, sandalwood"
FRGN-1775,musk-aoud-absolue-precieux,roja-dove,False,"lemon, bergamot, rose de mai, jasmine, ylang-ylang, musk, leather, ambrette (musk mallow), birch, labdanum, agarwood (oud), sandalwood, patchouli, precious woods, oakmoss, nutmeg, vanilla, tonka bean"
FRGN-1776,eau-de-prep-tommy,tommy-hilfiger,False,"grapefruit, clary sage, juniper, green notes, lavender, pepper, geranium, suede, amber, oak moss"
FRGN-1777,london-funk,vilhelm-parfumerie,False,"juniper, bergamot, basil, cardamom, cassis, driftwood, vetiver, mate, cedar, ambergris, sandalwood"
FRGN-1778,flowerparty,yves-rocher,False,"mandarin orange, orange, litchi, tincture of rose, vanille"
FRGN-1779,flowerparty-limited-edition-2011,yves-rocher,False,"citruses, red apple, peach, rose, woodsy notes, musk"
FRGN-1780,fashion-addict,oriflame,False,"raspberry, black currant, pink pepper, cacao pod, jasmine, freesia, musk, cedar, amber"
FRGN-1781,the-babes-passion-berry,oriflame,False,"red berries, freesia, rose, jasmine, lily-of-the-valley, patchouli, musk"
FRGN-1782,vip-club-bali,oriflame,False,"strawberry, coconut nectar, vanilla"
FRGN-1783,volare,oriflame,False,"apricot, peach, rose, iris, violet, lilac, sandalwood, musk, amber"
FRGN-1784,sankai,bi-es,False,"green notes, bergamot, lemon, mandarin orange, neroli, peach, mimosa, lily-of-the-valley, violet, freesia, rose, pepper, musk, cedar, amber"
FRGN-1785,arabian-rose,arabian-oud,False,"peach, blackberry, taif rose, ylang-ylang, orchid, white musk, amber, sandalwood"
FRGN-1786,mb01,biehl-parfumkunstwerke,False,"black currant, mimosa, bergamot, champaca, gardenia, tuberose, jasmine, sandalwood, musk, amber"
FRGN-1787,expedition,ajmal,False,"floral notes, bergamot, lemon, violet, fruity notes, iris, spices, cedar, musk, patchouli, woodsy notes, ambergris"
FRGN-1788,zero-plus-masculine,diesel,False,"nutmeg, cardamom, anise, orange, bergamot, cinnamon, rose, violet, jasmine, lily-of-the-valley, vanilla, musk, amber, heliotrope, patchouli"
FRGN-1789,dkny-be-delicious-city-chelsea-girl,donna-karan,False,"apple, black rose, orchid, white musk"
FRGN-1790,vani-chic,hilde-soliani,False,"amalfi lemon, bergamot, vanille, sandalwood"
FRGN-1791,whispers-of-innocence,house-of-sillage,False,"lime (linden) blossom, violet leaf, beeswax, egyptian jasmine, amber, vanilla"
FRGN-1792,jardin-sicilien,maissa-parfums,False,"lime, grapefruit, bergamot, vetiver, patchouli, white oud, ambroxan"
FRGN-1793,bois-de-mystere,parfums-vintage,False,"rum, nutmeg, virginian cedar, tobacco, patchouli, jasmine, amber, vanilla, musk"
FRGN-1794,floral-rose,orientica,False,"strawberry, rosemary, tarragon, orange, rose, sugar, jasmine, pineapple, sandalwood, moss, musk, clove"
FRGN-1795,sex-elixir,rammstein,False,"musk, jasmine, skin, musk, civet, woody notes, sandalwood, costus, musk, balsamic notes"
FRGN-1796,emotion,la-rive,False,"hyacinth, lemon, jasmine, apple tree, cedar, musk"
FRGN-1797,firewater,jorum-studio,False,"grapefruit, juniper, ginger, nettle, black tea, osmanthus, larch, birch, peat, labdanum, oak, benzoin, seaweed, guaiac wood, vetiver"
FRGN-1798,aura-for-women,jacomo,False,"grapefruit, mandarin orange, freesia, tuberose, litchi, blackberry, mimosa, honeysuckle, lily-of-the-valley, peony, jasmine, heliotrope, sandalwood, musk, vanilla"
FRGN-1799,cortigiana,il-profvmo,False,"cherry, wildflowers, almond, vanilla, iris, herbal notes"
FRGN-1800,poltergeist,heretic-parfums,False,"wormwood, juniper, cedar, frankincense, coriander, cinnamon, clary sage, galbanum, champaca, birch tar, sandalwood, patchouli, benzoin, vetiver, rock rose, vanilla"
FRGN-1801,fureur-d-agrumes,esteban,False,"grapefruit, tarragon, bergamot, violet leaf, iris, jasmine, vetiver, patchouli, amber"
FRGN-1802,tropic-pineapple,dilis-parfum,False,"grapefruit, lemon, pineapple, passionfruit, vanilla, musk"
FRGN-1803,signature-summer-for-her,david-beckham,False,"freesia, water lily, violet, frangipani, lily, jasmine, musk, vanille, vetiver"
FRGN-1804,infini-2018,caron,False,"pear, orange, pink pepper, jasmine, vanilla, sandalwood, white musk, benzoin"
FRGN-1805,blugirl-jus-de-fleurs,blumarine,False,"guava, bergamot, african orange flower, frangipani, gardenia, vanille, sandalwood, musk"
FRGN-1806,cheers-on-the-terrace,blumarine,False,"litchi, blueberry, grapefruit, champagne, rose, lily-of-the-valley, patchouli, musk, cedar"
FRGN-1807,bijan-with-a-twist,bijan,False,"petitgrain, bergamot, osmanthus, bulgarian rose, freesia, violet leaf, egyptian jasmine, magnolia, vanilla, vetiver, sandalwood, amber"
FRGN-1808,just-play-for-her,avon,False,"petitgrain, cardamom, lily-of-the-valley, clementine, white tea, freesia, orange blossom, musk, sandalwood, mate"
FRGN-1809,femme-icon,avon,False,"strawberry, raspberry, rose, iris, patchouli, musk"
FRGN-1810,212-surf-for-her,carolina-herrera,False,"sea notes, woodsy notes, musk"
FRGN-1811,cotton-t-shirt,clean,False,"aldehydes, bergamot, cotton flower, freesia, palisander rosewood, musk, vetiver, amber"
FRGN-1812,h2eau-brilliant-peony,clean,False,"pink peony, magnolia, floral notes, musk, sandalwood"
FRGN-1813,florabellio-eau-de-toilette,diptyque,False,"sea notes, sea salt, fennel, apple blossom, osmanthus, roasted coffee beans, sesame"
FRGN-1814,joyful,escada,False,"melon, black currant, mandarin orange, peony, magnolia, nectarine, violet leaf, honey, moss, sandalwood"
FRGN-1815,navis,les-liquides-imaginaires,False,"grapefruit, bergamot, pink pepper, algae, oakmoss, amyris, cedar"
FRGN-1816,soleil-passion,m-micallef,False,"pomegranate, wild strawberry, mandarin orange, water lily, lily-of-the-valley, rose, musk, ambergris, sandalwood"
FRGN-1817,alien-man-fusion,mugler,False,"ginger, cinnamon, osmanthus, leather, coffee, beech"
FRGN-1818,nativa-spa-ameixa-senses,o-boticario,False,"plum, orange, bergamot, pear, magnolia, jasmine, cedar, lily-of-the-valley, vanilla, amber, musk, sandalwood"
FRGN-1819,safina,rasasi,False,"aldehydes, green notes, rhubarb, bergamot, rose, ylang-ylang, jasmine, orris root, oakmoss, castoreum, resins, patchouli, sandalwood"
FRGN-1820,just-cavalli-him,roberto-cavalli,False,"pimento, vetiver, leather"
FRGN-1821,giungle-di-seta,salvatore-ferragamo,False,"pea, peony, musk"
FRGN-1822,daeeman,swiss-arabian,False,"floral notes, pineapple, bergamot, vetiver, patchouli, amber, cedar, musk"
FRGN-1823,reflecting-celebrations,zara,False,"grapefruit, orange, palo santo"
FRGN-1824,nude-cashmere,zara,False,"bergamot, neroli, musk"
FRGN-1825,006-glittery-mood,zara,False,"black currant, peony, musk"
FRGN-1826,true-leather-for-her,zara,False,"saffron, amber, moss"
FRGN-1827,blue-wonders,oriflame,False,"sea salt, water hyacinth, lemon, sea notes, jasmine, peach, white cedar extract, moss, amber"
FRGN-1828,eternal-man,oriflame,False,"citruses, cedar, coriander, green apple, chestnut, carnation, grass, leather, woody notes, amber"
FRGN-1829,friends-world-for-her-tropical-sorbet,oriflame,False,"guava, rhubarb, lemon, pomegranate, rose, lily-of-the-valley, cedar, musk, amber"
FRGN-1830,joyce-turquoise,oriflame,False,"pear, lemon, red berries, water lily, jasmine, violet, musk, cedar, amber"
FRGN-1831,amazonia-for-her,oriflame,False,"bergamot, orange, sour cherry, water lily, passion flower, honeysuckle, bamboo, cedar, musk"
FRGN-1832,silkway,liu-jo,False,"raspberry, pink pepper, pear, bergamot, orchid, amber, jasmine sambac, milk, vanilla, musk, vetiver, patchouli"
FRGN-1833,amyi-ii,amyi,False,"pink pepper, bergamot, mandarin orange, angelica, iris, raspberry, patchouli, vanilla, amber"
FRGN-1834,luminous-violet,angel-schlesser,False,"tea, bergamot, violet, pear, vanilla"
FRGN-1835,bright-side-sweet-dreams,brocard,False,"strawberry, blood orange, red currant, cinnamon, jasmine sambac, cacao, nutty notes, amber, madagascar vanilla, cashmeran"
FRGN-1836,rose-sunrise,brocard,False,"litchi, grapes, peach, sea salt, champagne rosé, juniper, musk, amber"
FRGN-1837,alisez,faberlic,False,"basil, cardamom, lavender, mandarin orange, lotus, water lily, hibiscus, heliotrope, french labdanum, amber, clary sage"
FRGN-1838,aviatrice,faberlic,False,"ozonic notes, litchi, magnolia, peony, magnolia, jasmine, musk, cedar, sandalwood, amber"
FRGN-1839,eau-de-iceberg-wild-rose,iceberg,False,"orange, mandarin orange, ginger flower, rose, grapefruit blossom, lily-of-the-valley, musk, cedar, ambergris"
FRGN-1840,one,jennifer-lopez,False,"pink pepper, freesia, peach blossom, clearwood, cedar, jasmine, sandalwood, suede, oakmoss"
FRGN-1841,ziryab,ricardo-ramos-perfumes-de-autor,False,"mandarin orange, cinnamon, petitgrain, mace, jasmine, cloves, nutmeg, oakmoss, patchouli, ambergris, amberwood, cypress"
FRGN-1842,cedarwood-and-bergamot,aaron-terence-hughes,False,"mandarin orange, bergamot, lavender, neroli, sicilian lemon, vetiver, jasmine sambac, amber, cedar"
FRGN-1843,la-13eme-note-femme,absolument-parfumeur,False,"sage, pineapple, raspberry, wild strawberry, mimosa, vanilla, jasmine, violet, rose, white peach, musk, honey, amber"
FRGN-1844,julie,arno-sorel,False,"citruses, jasmine, rose, spicy notes, vetiver, cedar"
FRGN-1845,heat-seduction,beyonce,False,"exotic spices, dewberry, mandarin orange, ginger flower, orchid, freesia, amber, musk, labdanum"
FRGN-1846,mangue-passion,adopt-parfums,False,"mango, passionfruit, grapefruit, orange, rose, musk"
FRGN-1847,tweety,aquolina,False,"bergamot, grapefruit, orange, pineapple, jasmine, water lily, raspberry, rose, patchouli, sandalwood, vetiver, musk"
FRGN-1848,dkny-be-delicious-shine,donna-karan,False,"american apple, cucumber, grapefruit, magnolia, lily-of-the-valley, rose, tuberose, violet, sandalwood, white amber, white woods"
FRGN-1849,i-wanna-be-loved-by-you,haute-fragrance-company-hfc,False,"wild berries, sake, plum, amber, apple, rose, osmanthus, oud, vetiver"
FRGN-1850,arabian-nights,jacques-bogart,False,"caraway, cardamom, petitgrain, patchouli, woodsy notes, musk, oak moss, vetyver, virginia cedar"
FRGN-1851,ocean-view-for-women,karl-lagerfeld,False,"pineapple, litchi, peach, magnolia, rose, jasmine, musk, sandalwood, vanilla"
FRGN-1852,mercedes-benz-land,mercedes-benz,False,"rosemary, black pepper, cacao, balsam fir, geranium, woody notes, tonka, patchouli"
FRGN-1853,iles-d-or,molinard,False,"lavender, juniper berries, mandarin orange, honeysuckle, mimosa, sarsaparilla, moss, patchouli, amber"
FRGN-1854,here-to-shine,naomi-campbell,False,"nashi pear, pink pepper, bergamot, violet, heliotrope, lily-of-the-valley, musk, patchouli, cedar, sandalwood"
FRGN-1855,beyond-noir,parfums-vintage,False,"birch, pineapple, apple, birch, rose, pineapple, cassis, bergamot, jasmine, birch, patchouli, ambergris, vanilla"
FRGN-1856,essential,paul-smith,False,"ozonic notes, lavender, rosemary, orange, sage, patchouli, cedar, musk"
FRGN-1857,each-other,the-house-of-oud,False,"citruses, grapefruit, pink pepper, wormwood, calamus, coriander, vetiver, ambergris, labdanum"
FRGN-1858,gambling,the-house-of-oud,False,"whiskey, sichuan pepper, coffee, bergamot, mastic or lentisque, cypress, galbanum, elemi resin, vetiver, cedar, guaiac wood, amyris, ambrette (musk mallow), benzoin, musk"
FRGN-1859,coffee,sergio-nero,False,"violet, mandarin orange, bergamot, brown sugar, sandalwood, patchouli, jasmine, coffee, sesame, saffron"
FRGN-1860,aweigh,navitus-parfums,False,"lime, coconut, yuzu, pink pepper, grapefruit, calabrian bergamot, lavender, clary sage, ginger, geranium, sandalwood, nutmeg, java vetiver oil, tonka bean, musk, incense"
FRGN-1861,emblaze,navitus-parfums,False,"roasted coffee beans, nutmeg, pink pepper, labdanum, leather, cinnamon, cardamom, cedar, sweet grass, musk, white woods"
FRGN-1862,summer-oud,miguel-matos,False,"banana, coconut, raspberry, cypriol oil or nagarmotha, jasmine, cumin, rose, agarwood (oud), musk, amber, opoponax, chinese cedar"
FRGN-1863,joop-homme,joop,False,"orange blossom, mandarin orange, bergamot, amalfi lemon, cinnamon, heliotrope, jasmine, cardamom, lily-of-the-valley, vanilla, tonka bean, sandalwood, patchouli, honey, tobacco, vetiver"
FRGN-1864,cedre,franck-boclet,False,"atlas cedar, coconut, black pepper, virginian cedar, sandalwood, cypriol oil or nagarmotha, woodsy notes, amber, leather, tonka bean, white musk"
FRGN-1865,electric-rhubarb,floral-street,False,"rhubarb, white flowers, sea notes, salt, gardenia, frangipani, jasmine sambac, sandalwood, powdery notes"
FRGN-1866,emanuel-ungaro-fresh-for-her,emanuel-ungaro,False,"nashi pear, bergamot, citron, jasmine, peony, lily-of-the-valley, patchouli, tonka bean, sandalwood"
FRGN-1867,white-diamonds,elizabeth-taylor,False,"aldehydes, lily, neroli, orange, bergamot, egyptian tuberose, jasmine, ylang-ylang, narcissus, carnation, italian orris root, turkish rose, cinnamon, amber, musk, sandalwood, oakmoss, patchouli"
FRGN-1868,cannabis-patchouli,dries-van-noten,False,"cedar needles, bergamot, patchouli, sage, incense, vetiver, musk"
FRGN-1869,ancora-amore,bois-1920,False,"powdery notes, violet, iris, jasmine, rose, sandalwood, musk"
FRGN-1870,haramain-signature-blue,al-haramain-perfumes,False,"lemon, green leaves, bergamot, grapefruit, bitter orange, geranium, cedar, vetiver, patchouli"
FRGN-1871,free-for-her,avon,False,"pear, magnolia, tyger lily, orange blossom, amber, patchouli"
FRGN-1872,perceive-cashmere,avon,False,"peach, gardenia, cashmere wood, musk"
FRGN-1873,summer-white-sunrise,avon,False,"pear, mandarin orange, rose, orchid, orange blossom, musk"
FRGN-1874,mister-marvelous,byredo,False,"petitgrain, neroli, bamboo, lavender, virginia cedar, amber"
FRGN-1875,book,commodity,False,"sandalwood, cedar, black tea, musk, musk"
FRGN-1876,the-one-sport,dolce-gabbana,False,"water notes, rosemary, cardamom, sequoia, musk, patchouli"
FRGN-1877,green-tea-yuzu,elizabeth-arden,False,"yuzu, green tea, bergamot, lemon, lemon leaf, yuzu, green tea, thyme, mint, tunisian neroli, currant buds, musk, birch, ambrette (musk mallow)"
FRGN-1878,sunflowers,elizabeth-arden,False,"melon, peach, orange blossom, lemon, mandarin orange, bergamot, brazilian rosewood, cyclamen, osmanthus, rose, jasmine, orris root, sandalwood, musk, amber, oakmoss, cedar"
FRGN-1879,classique-l-eau-d-ete-2007,jean-paul-gaultier,False,"orange blossom, sicilian lemon, clementine, rose, jasmine, white iris, ylang-ylang, lily-of-the-valley, musk, vanilla, amber"
FRGN-1880,gentlewoman,juliette-has-a-gun,False,"neroli, bergamot, bitter orange blossom, lavender, orange blossom, almond, coumarin, musk, ambroxan, woody notes"
FRGN-1881,in-the-mood-for-oud,juliette-has-a-gun,False,"bergamot, agarwood (oud), saffron, papyrus, raspberry, tonka bean, vanilla"
FRGN-1882,l-eau-par-kenzo-mirror-edition-pour-femme,kenzo,False,"melon, mint, green notes, raspberry, lily-of-the-valley, violet, white musk, sandalwood, cedar"
FRGN-1883,chocolate-fondant,m-micallef,False,"cacao, peach, pineapple, apple, coffee, honey, tuberose, magnolia, leather, vanilla, heliotrope, tonka bean, musk, sandalwood, amber"
FRGN-1884,candy-rose,montale,False,"litchi, raspberry, black currant, blood orange, mandarin orange, rose, patchouli, lily-of-the-valley, jasmine, white musk, vanilla, orange blossom"
FRGN-1885,horus,natura,False,"pine needles, bergamot, galbanum, vetiver, lavender, jasmine, leather, vetiver, musk"
FRGN-1886,good-fortune,viktor-rolf,False,"fennel, gentiana, jasmine, madagascar vanilla"
FRGN-1887,ancestral-papyrus,zara,False,"grapefruit, violet leaves, papyrus"
FRGN-1888,possession,wilgermain,False,"pineapple, pear blossom, cyclamen, amaryllis, turkish rose, orange blossom, musk, akigalawood, amber"
FRGN-1889,party-queen,oriflame,False,"lemon, pepper, bay leaf, honey, grapes, rose, vanila"
FRGN-1890,wave-2-for-her,hollister,False,"coconut nectar, peach, mandarin orange, tiare flower, water lily, pink freesia, sand, driftwood, orchid"
FRGN-1891,ligo-svetku-ligo-holiday,dzintars,False,"grass, orange, lemon, lavender, heliotrope, oak, amber, vetiver, nutmeg"
FRGN-1892,modern-woman,banana-republic,False,"apple, bergamot, water lily, white peach, rose, cyclamen, jasmine, musk, patchouli, amber, madagascar vanilla"
FRGN-1893,her-secret,antonio-banderas,False,"wild strawberry, bitter orange blossom, grapefruit, jasmine, tuberose, cedar, vanilla, benzoin"
FRGN-1894,amyi-iv,amyi,False,"raspberry, bergamot, sicilian lemon, violet, rose, orange blossom, musk, vanilla, sandalwood"
FRGN-1895,pink-pearl,bi-es,False,"peach, bergamot, rose, lily-of-the-valley, patchouli, vanilla"
FRGN-1896,modern-classic,brocard,False,"black currant, citruses, praline, orange blossom, pear, vanilla, woody notes, musk"
FRGN-1897,pink-taxi-night-club,brocard,False,"cherry, raspberry, mandarin orange, marshmallow, vanilla, orchid, gardenia, leather, oak, musk, sandalwood"
FRGN-1898,wonderland,brocard,False,"aquatic notes, cardamom, mandarin orange, whipped cream, jasmine sambac, gardenia, mango, musk, hazelnut, sandalwood"
FRGN-1899,chevignon-perfumes,chevignon,False,"apple, tangerine, bergamot, plum, cinnamon, jasmine, musk, sandalwood, white amber, moss"
FRGN-1900,coquette,faberlic,False,"grapefruit, geranium, bergamot, black currant, rose, peony, ginger, cardamom, freesia, cashmere wood, musk"
FRGN-1901,mexx-city-breeze-for-her,mexx,False,"sweet orange, pear, jasmine, peony, night blooming cereus, amber, musk, sandalwood"
FRGN-1902,caprice-de-marie,chabaud-maison-de-parfum,False,"black currant, pineapple, pear, peach, caramel, musk, patchouli, natural vanilla"
FRGN-1903,golden-oud,alexandre-j,False,"solar notes, white wood, vetiver, sandalwood, patchouli, violet, agarwood (oud), oakmoss, musk"
FRGN-1904,marine-vodka,alysonoldoini,False,"sicilian citrus, pineapple, italian melon, vodka, pink pepper, ginger, sage, star anise, calabrian mandarin, indian patchouli, incense, musk, labdanum"
FRGN-1905,diesel-green-feminine,diesel,False,"ginger, lime, cinnamon, cloves, carnation, jasmine, orange blossom, iris, rose, sandalwood, cedar, amber, vanilla, musk"
FRGN-1906,west,ellis-brooklyn,False,"blood orange, clementine, basil, lemon, ginger, pear blossom, water lily, oakmoss, vetiver, amber"
FRGN-1907,seyrig,fzotic,False,"aldehydes, blood mandarin, syringa, may rose, lily-of-the-valley, ylang-ylang, oakmoss, musk"
FRGN-1908,star-usa,john-varvatos,False,"citron, ginger, juniper berries, woodsy notes, spruce, cardamom, osmanthus, vetiver, tonka bean, amber"
FRGN-1909,opal-mood,kkw-fragrance,False,"bergamot, carambola (star fruit), melon, white currant, honeysuckle, jasmine, freesia, sandalwood, musk, white amber, cedar"
